Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL E PHILIP MORRIS BRASIL - SICOOB COOPMOND;62795257;b3S;S5;I;2;SAO PAULO;SP;dez/25;57.917;15.379;39.863;6.019;0;51.898;3.958;0;0
PAY INSTITUICAO DE PAGAMENTO S.A.;36690516;n4;NA;I;2;PORTO ALEGRE;RS;dez/25;57.800;0;111;52.493;50.372;5.308;-1.462;1;0
ECONOMISA COMPANHIA HIPOTECÁRIA.;17441197;n1;S5;I;2;BELO HORIZONTE;MG;dez/25;57.720;4.670;27.831;32.898;14.754;24.822;1.009;3;0
EAGLE SOCIEDADE DE CRÉDITO DIRETO S.A.;45745537;n1;S5;C;2;PORTO ALEGRE;RS;dez/25;57.623;12.452;21.419;39.078;0;18.545;-8.693;2;0
UNLIMIT BRASIL INSTITUICAO DE PAGAMENTO LTDA;35542555;n4;NA;I;3;SAO PAULO;SP;dez/25;57.160;0;7.229;47.062;0;10.098;1.647;1;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - CREDI-SP;3612679;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;dez/25;57.093;41.984;10.583;27.635;25.922;29.458;365;0;1
SUPERBID PAY INSTITUICAO DE PAGAMENTO LTDA;35084163;n4;NA;I;2;SAO PAULO;SP;dez/25;56.305;0;22.390;49.252;48.535;7.053;2.207;1;0
FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;36266751;n2;S4;C;2;SAO PAULO;SP;dez/25;56.026;0;2.899;49.923;48.521;6.102;597;2;0
FINNET S/A - TECNOLOGIA E INSTITUICAO DE PAGAMENTO;5607266;n4;NA;I;2;SAO PAULO;SP;dez/25;55.725;0;11.506;19.532;0;36.193;7.297;1;0
BT CORRETORA DE CÂMBIO LTDA.;73622748;n2;S5;I;2;SAO PAULO;SP;dez/25;55.617;0;1.139;30.528;0;25.089;-912;4;0
FRENTE CORRETORA DE CÂMBIO S.A.;71677850;n2;S4;I;2;SAO PAULO;SP;dez/25;54.849;0;247;54.166;50;683;-3.649;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO UNINDÚSTRIA;53841911;b3S;S5;I;2;CONCORDIA;SC;dez/25;54.381;21.420;1.647;48.516;48.253;5.864;-881;0;2
HR DIGITAL - SOCIEDADE DE CRÉDITO DIRETO S/A;44292580;n1;S5;I;2;BRASILIA;DF;dez/25;54.266;56.121;0;48.118;42;6.148;319;2;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA;2853045;b3S;S5;I;2;JOACABA;SC;dez/25;53.894;5.701;48.047;39.465;36.312;14.429;1.249;0;0
COOPERATIVA DE CRÉDITO DE ITAPETININGA - SICOOB CRED-ACI;8844074;b3S;S5;I;2;ITAPETININGA;SP;dez/25;53.470;8.776;42.849;45.305;44.433;8.165;951;0;0
SIMPAUL CORRETORA DE CAMBIO E VALORES MOBILIARIOS  S.A.;68757681;n2;S4;I;3;PORTO ALEGRE;RS;dez/25;53.300;0;26.426;5.193;935;48.107;1.401;2;0
SANTS SOCIEDADE DE CRÉDITO DIRETO S.A.;52440987;n1;S5;I;2;SAO JOSE DOS CAMPOS;SP;dez/25;52.710;0;5.588;46.867;35.811;5.843;3.038;2;0
COOPERATIVA  ECONOMIA CRÉDITO MÚTUO  SERVS E EMPREGADOS PÚBLICOS MUNIC DE BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA E VESPASIANO SICOOB CREDISERV;1864151;b3S;S5;I;2;BELO HORIZONTE;MG;dez/25;51.915;29.385;5.188;27.692;25.264;24.223;694;0;1
CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380;n2;S4;I;2;PORTO ALEGRE;RS;dez/25;51.728;0;37.149;38.726;7.184;13.002;2.512;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA;9004796;b3S;S5;I;2;LENCOIS PAULISTA;SP;dez/25;50.989;21.582;25.832;38.727;36.831;12.262;443;0;2
REMITLY CORRETORA DE CÂMBIO LTDA.;17635177;n2;S4;I;3;SAO PAULO;SP;dez/25;50.921;0;0;1.733;0;49.188;-330;2;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS;12272183;b3S;S5;I;2;MACEIO;AL;dez/25;50.650;11.392;36.822;4.137;2.725;46.513;1.309;0;0
CREDISIS COOPERUFPA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS E ESTADUAIS E DAS ENTIDADES DE ENSINO COM SEUS RESPECTIVOS FUNCIONÁRIOS NO ESTADO DO PARÁ;83325811;b3S;S5;I;2;BELEM;PA;dez/25;50.349;20.057;3.047;9.926;0;40.423;2.877;0;0
HEDGEPOINT GLOBAL MARKETS DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA.;35470647;n2;S4;I;3;CAMPINAS;SP;dez/25;49.313;0;35.161;16.485;0;32.827;-3.476;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO;2024442;b3S;S5;I;2;GUAIRA;SP;dez/25;48.548;43.039;2.377;857;0;47.691;4.162;0;0
SAFETYPAY BRASIL INSTITUICAO DE PAGAMENTO LTDA;12102128;n4;NA;I;2;BARUERI;SP;dez/25;48.364;0;42.735;45.063;0;3.301;-4.607;1;0
AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;40434681;n2;S4;I;2;SAO PAULO;SP;dez/25;47.967;0;8.425;41.054;37.644;6.912;4.024;2;0
PAGOL SOCIEDADE DE CRÉDITO DIRETO S.A.;48176336;n1;S5;I;2;BARUERI;SP;dez/25;47.846;0;7.227;29.963;19.146;17.883;-3.628;2;0
FFCRED SOCIEDADE DE CRÉDITO DIRETO S.A..;39738065;n1;S5;C;2;ERECHIM;RS;dez/25;47.495;3.072;203;33.551;32.427;13.943;1.519;2;0
INTEX BANK BANCO DE CÂMBIO S.A.;2992317;b2;S4;I;2;SAO PAULO;SP;dez/25;46.926;0;13.184;21.923;1.982;25.003;590;2;0
CONTA PRONTA INSTITUICAO DE PAGAMENTO LTDA;12473687;n4;NA;I;2;BARUERI;SP;dez/25;46.659;0;557;41.653;24.481;5.007;-9.881;1;0
TAMBASA SOCIEDADE DE CRÉDITO DIRETO S.A.;37134759;n1;S5;I;2;BELO HORIZONTE;MG;dez/25;46.308;32.991;10.325;11.032;0;35.275;1.599;2;0
COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;S4;I;2;RIO DE JANEIRO;RJ;dez/25;45.969;0;0;37.687;0;8.282;-273;2;0
REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS INSTITUICAO DE PAGAMENTO S.A.;40473435;n4;S1;C;2;OSASCO;SP;dez/25;45.110;0;4;25.701;11.027;19.409;-59.421;1;0
MONEE SOCIEDADE DE CRÉDITO DIRETO S.A.;48751854;n1;S4;C;3;SAO PAULO;SP;dez/25;44.883;1.616;5.032;1.101;0;43.782;161;2;0
CREDSYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.;39664698;n1;S4;C;2;BARUERI;SP;dez/25;44.053;0;0;16.280;10.449;27.773;14.657;1;0
PINPAG INSTITUIÇÃO DE PAGAMENTO S.A.;17768068;n4;NA;I;2;SAO CAETANO DO SUL;SP;dez/25;43.852;0;14.738;30.045;6.328;13.808;9.972;1;0
IFOOD PAGO SOCIEDADE DE CRÉDITO DIRETO S.A.;51556307;n1;S5;C;2;OSASCO;SP;dez/25;43.557;0;4.230;17.995;0;25.562;17.602;2;0
PAYMEE BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.;28683892;n4;NA;I;2;SAO PAULO;SP;dez/25;42.539;0;19.149;26.538;8.642;16.001;-1.579;1;0
LISTO INSTITUICAO DE PAGAMENTO LTDA;32971064;n4;NA;I;3;SAO PAULO;SP;dez/25;42.305;0;0;22.267;10.161;20.038;-2.686;1;0
F.D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;8673569;n2;S4;I;2;SAO PAULO;SP;dez/25;41.670;0;0;7.435;58;34.235;16.449;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER;62284385;b3S;S5;I;2;SOROCABA;SP;dez/25;41.353;27.084;13.968;4.226;0;37.127;2.438;0;0
WOOVI INSTITUICAO DE PAGAMENTO LTDA;54811417;n4;NA;I;2;SAO PAULO;SP;dez/25;41.287;0;2;34.079;33.108;7.208;849;1;0
LISTO SOCIEDADE DE CREDITO DIRETO S.A.;34088029;n1;S5;I;3;SAO PAULO;SP;dez/25;41.270;0;2.219;16.682;15.820;24.588;-1.758;2;0
COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO;53776852;b3S;S5;I;2;ARARAQUARA;SP;dez/25;40.901;15.110;24.243;16.761;13.401;24.140;219;0;1
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO;1062439;b3S;S5;I;2;RIO VERDE;GO;dez/25;40.614;17.505;2.471;18.287;15.410;22.328;834;0;1
TTSCD SOCIEDADE DE CRÉDITO DIRETO S.A.;46743997;n1;S5;I;2;SAO PAULO;SP;dez/25;40.574;262;16.150;25.401;0;15.173;-456;2;0
MONEYCORP BANCO DE CÂMBIO S.A.;8609934;b2;S4;I;3;SAO PAULO;SP;dez/25;40.415;0;0;20.229;0;20.186;218;2;0
WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA.;32708748;n4;NA;I;2;CURITIBA;PR;dez/25;40.261;0;883;37.304;26.192;2.957;-2.761;1;0
OSLO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;13673855;n2;S4;I;2;SAO PAULO;SP;dez/25;39.662;0;10.198;27.171;13.851;12.490;148;2;0
GOLCRED S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7631026;n1;S5;I;2;SAO JOSE;SC;dez/25;39.644;29.996;0;30.340;12.493;9.304;186;2;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES FEDERAIS NA PARAÍBA - SICOOB COOPERCRET;2275781;b3S;S5;I;2;JOAO PESSOA;PB;dez/25;39.287;25.485;2.684;27.248;25.760;12.040;539;0;1
COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM;8240446;b3S;S5;I;2;IBIAM;SC;dez/25;39.130;15.022;2.038;35.430;26.512;3.700;-356;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDAÇÃO ZERBINI E DA FUNDAÇÃO FACULDADE DE MEDICINA (FFM) - COOPINCOR;1997612;b3S;S5;I;2;SAO PAULO;SP;dez/25;38.645;17.477;19.882;4.312;0;34.333;2.041;0;0
COINVALORES CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA.;336036;n2;S5;I;2;SAO PAULO;SP;dez/25;38.244;0;388;18.299;0;19.945;-241;2;0
MW INSTITUICAO DE PAGAMENTO LTDA;53822116;n4;NA;I;2;JOINVILLE;SC;dez/25;37.644;0;2.208;31.865;20.541;5.779;6.163;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.;18140913;b3S;S5;I;2;ARAXA;MG;dez/25;37.249;20.993;15.968;2.798;0;34.452;2.526;0;1
UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;20155248;n2;S4;I;2;BARUERI;SP;dez/25;37.203;0;3;15.055;775;22.149;-993;4;0
BSN PAGAMENTOS INSTITUIÇÃO DE PAGAMENTO LTDA;11491029;n4;NA;I;2;GUARULHOS;SP;dez/25;37.111;0;14.536;30.768;29.031;6.343;140;1;0
COOPERATIVA    DE    ECONOMIA    E    CRÉDITO   MÚTUO  MINUANO;88325113;b3S;S5;I;2;CANOAS;RS;dez/25;36.891;13.979;21.533;15.711;13.320;21.180;1.189;0;4
COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7;4414354;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;dez/25;36.261;17.945;13.829;15.262;12.929;20.999;571;0;2
COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO - SICOOB CREDSAÚDE;2072790;b3S;S5;I;2;PIRACICABA;SP;dez/25;35.867;18.922;14.857;29.695;28.300;6.172;97;0;2
SERVICOOP - COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS ESTADUAIS E MUNICIPAIS DO RIO GRANDE DO SUL;3973814;b3S;S5;I;2;PORTO ALEGRE;RS;dez/25;35.681;20.539;10.192;22.342;19.676;13.339;1.273;0;4
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE CAMPINAS - COOPERUNICAMP;2285107;b3S;S5;I;2;CAMPINAS;SP;dez/25;35.499;20.280;14.399;4.912;0;30.587;2.188;0;0
PAGHIPER INSTITUIÇAO DE PAGAMENTO LTDA.;20110153;n4;NA;I;2;PARANAVAI;PR;dez/25;35.396;0;3.726;30.351;0;5.046;494;1;0
VIVO PAY SOCIEDADE DE CRÉDITO DIRETO S.A.;57487987;n1;S5;I;3;SAO PAULO;SP;dez/25;34.635;0;32.921;3.723;12;30.913;-4.416;2;0
BIGCASH SOCIEDADE DE CREDITO DIRETO S.A.;36452762;n1;S5;I;2;GOVERNADOR VALADARES;MG;dez/25;34.341;24.285;0;13.941;0;20.400;5.601;2;0
BRASIL CASH INSTITUICAO DE PAGAMENTO S.A;30507541;n4;NA;I;2;BARUERI;SP;dez/25;34.215;0;0;27.233;9.799;6.982;157;1;0
AZIMUT BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;18684408;n2;S4;I;3;SAO PAULO;SP;dez/25;34.207;0;14.672;18.517;17.728;15.691;-136;2;0
FEATBANK INSTITUICAO DE PAGAMENTO LTDA;44663846;n4;NA;I;2;SAO PAULO;SP;dez/25;33.868;0;0;27.466;26.108;6.402;-3.552;1;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP;73092827;b3S;S5;I;2;SAO PAULO;SP;dez/25;33.379;21.550;11.341;13.436;12.597;19.943;767;0;1
COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;46241852;n1;S5;I;2;RIO DE JANEIRO;RJ;dez/25;32.818;2.315;30.187;471;0;32.346;641;2;0
GUITTA CORRETORA DE CAMBIO LTDA.;24074692;n2;S4;I;2;SAO PAULO;SP;dez/25;32.791;0;6.437;21.194;0;11.597;348;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON;48718183;b3S;S5;I;2;SAO PAULO;SP;dez/25;32.261;14.353;16.991;1.158;0;31.103;1.722;0;0
PINTOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;35274306;n1;S5;I;2;TERESINA;PI;dez/25;32.244;331;31.464;2.021;0;30.223;1.223;2;0
BPY CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;27842177;n2;S4;I;2;SAO PAULO;SP;dez/25;32.137;0;16.011;25.098;13.322;7.038;-1.364;2;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO;44746352;b3S;S5;I;2;BARRA BONITA;SP;dez/25;31.927;18.948;12.432;6.890;4.047;25.037;961;0;0
BANCO PORTO REAL DE INVESTIMENTOS S.A;40429946;b2;S4;I;2;PORTO REAL;RJ;dez/25;31.840;10.431;0;789;0;31.051;823;2;0
F & F INSTITUICAO DE PAGAMENTO S. A.;38653626;n4;S4;C;2;ERECHIM;RS;dez/25;31.687;0;4.185;25.120;0;6.567;4.331;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK;67341487;b3S;S5;I;2;MONTE MOR;SP;dez/25;30.753;16.978;12.751;789;0;29.964;2.342;0;0
INDEPENDÊNCIA COOPERATIVA DE CRÉDITO E INVESTIMENTO - INDEPENDÊNCIA COOPERATIVA DE CRÉDITO;4306351;b3S;S5;I;2;SAO PAULO;SP;dez/25;30.718;7.135;14.247;16.765;13.433;13.953;1.221;0;0
